"","dbgap_study_id","male","female","total","date_study","repository"
"1819","phs001868.v1.pht009780.v1.p1",5418,5814,11232,"2020/04/17","dbgap"
"1820","phs001067.v1.pht005287.v1.p1",2,1,3,"02/02/2016","dbgap"
"1822","phs002283.v1.pht010683.v1.p1",856,467,1323,"2020/11/30","dbgap"
"1823","phs001600.v2.pht011019.v2.p2",653,618,1271,"2021/07/15","dbgap"
"1824","phs000906.v1.pht007147.v1.p1",2725,2702,5427,"2017/12/04","dbgap"
"1825","phs001611.v1.pht009161.v1.p1",40,29,69,"2019/06/13","dbgap"
"1826","phs000462.v1.pht002845.v1.p1",242,365,607,"05/07/2013","dbgap"
"1828","phs002240.v1.pht010862.v1.p1",30,66,96,"2021/01/15","dbgap"
"1829","phs000007.v32.pht002153.v1.p13",238,390,628,"2020/12/21","dbgap"
"1830","phs000280.v7.pht006421.v1.p1",1605,2402,4007,"2020/06/18","dbgap"
"1831","phs000772.v1.pht003995.v1.p1",2,1,3,"08/21/2014","dbgap"
"1832","phs000435.v3.pht002524.v3.p1",104,65,169,"02/27/2017","dbgap"
"1834","phs001151.v1.pht005541.v1.p1",2,3,5,"06/21/2016","dbgap"
"1835","phs001076.v1.pht005363.v1.p1",2378,2102,4480,"04/24/2017","dbgap"
"1836","phs001426.v1.pht006917.v1.p1",43,39,82,"2017/09/19","dbgap"
"1838","phs000086.v3.pht000228.v1.p1",741,643,1384,"11/04/2014","dbgap"
"1839","phs001807.v1.pht008980.v1.p1",46,30,76,"2019/06/11","dbgap"
"1840","phs001279.v1.pht007217.v1.p1",15,23,38,"2017/12/08","dbgap"
"1841","phs000462.v1.pht002542.v1.p1",242,365,607,"05/07/2013","dbgap"
"1842","phs000616.v2.pht003368.v2.p2",797,765,1562,"07/15/2015","dbgap"
"1843","phs002323.v1.pht010882.v1.p1",3,3,6,"2021/05/24","dbgap"
"1844","phs001608.v2.pht009735.v1.p1",290,352,642,"2021/09/29","dbgap"
"1845","phs001718.v1.pht009426.v1.p1",1240,855,2095,"2019/09/16","dbgap"
"1846","phs000130.v1.pht000615.v1.p1",973,990,1963,"Mon Oct 27 17:24:52 2008","dbgap"
"1847","phs001093.v1.pht005612.v1.p1",908,160,1068,"07/06/2016","dbgap"
"1849","phs000988.v5.pht005248.v5.p1",2088,1960,4048,"2021/09/28","dbgap"
"1851","phs000086.v3.pht000347.v1.p1",16,14,30,"11/04/2014","dbgap"
"1852","phs001497.v2.pht007239.v2.p1",1819,1354,3173,"2021/09/08","dbgap"
"1853","phs000766.v1.pht003940.v1.p1",2383,2371,4754,"03/26/2015","dbgap"
"1854","phs000171.v1.pht000784.v1.p1",158,670,828,"12/11/2009","dbgap"
"1856","phs001392.v1.pht006890.v1.p1",17,9,26,"2017/09/22","dbgap"
"1857","phs001961.v1.pht011029.v1.p1",6,4,10,"2021/06/03","dbgap"
"1859","phs001395.v2.pht006627.v1.p1",3380,4713,8093,"2021/06/09","dbgap"
"1860","phs000582.v1.pht003243.v1.p1",7,5,12,"05/16/2013","dbgap"
"1861","phs001470.v1.pht008165.v1.p1",8,1470,1478,"2018/06/21","dbgap"
"1862","phs000280.v7.pht004033.v2.p1",6120,7410,13530,"2020/06/18","dbgap"
"1863","phs001899.v2.pht009571.v2.p1",915,1025,1940,"2020/11/02","dbgap"
"1864","phs000797.v1.pht004269.v1.p1",4,1,5,"09/29/2014","dbgap"
"1865","phs000957.v1.pht004852.v1.p1",3625,5582,9207,"07/31/2015","dbgap"
"1866","phs001982.v1.pht010005.v1.p1",26,36,62,"2020/03/19","dbgap"
"1867","phs000086.v3.pht000256.v1.p1",761,680,1441,"11/04/2014","dbgap"
"1868","phs000391.v1.pht002994.v1.p1",332,334,666,"11/16/2012","dbgap"
"1869","phs000962.v1.pht006966.v1.p1",221,156,377,"2017/10/02","dbgap"
"1870","phs000358.v1.pht002242.v1.p1",763,620,1383,"05/23/2011","dbgap"
"1871","phs001522.v1.pht007732.v1.p1",654,637,1291,"2018/04/05","dbgap"
"1872","phs000448.v1.pht002508.v1.p1",2164,932,3096,"08/28/2012","dbgap"
"1873","phs000128.v3.pht000585.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"1874","phs000017.v3.pht000641.v1.p1",1505,1756,3261,"Wed Nov 26 07:50:28 2008","dbgap"
"1875","phs001039.v1.pht005846.v1.p1",15144,20214,35358,"10/19/2016","dbgap"
"1878","phs000698.v1.pht007670.v1.p1",17,32,49,"2018/03/23","dbgap"
"1879","phs001468.v3.pht009554.v1.p1",1314,1481,2795,"2021/09/23","dbgap"
"1880","phs000697.v1.pht007696.v1.p1",26,5,31,"2018/03/26","dbgap"
"1881","phs000248.v1.pht001201.v1.p1",2070,1379,3449,"02/10/2014","dbgap"
"1882","phs000398.v1.pht002465.v1.p1",234,361,595,"02/21/2012","dbgap"
"1883","phs001078.v1.pht005724.v1.p1",8199,9567,17766,"2018/09/14","dbgap"
"1884","phs000775.v1.pht003946.v1.p1",497,362,859,"07/18/2014","dbgap"
"1886","phs001229.v1.pht006550.v1.p1",25,14,39,"06/15/2017","dbgap"
"1887","phs000007.v32.pht000035.v10.p13",1602,1822,3424,"2020/12/21","dbgap"
"1888","phs000697.v1.pht007695.v1.p1",28,6,34,"2018/03/26","dbgap"
"1889","phs000980.v1.pht004961.v1.p1",16,18,34,"11/16/2015","dbgap"
"1890","phs001017.v1.pht005074.v1.p1",79,1680,1759,"2021/07/02","dbgap"
"1891","phs000188.v1.pht000980.v1.p1",1200,1828,3028,"10/05/2010","dbgap"
"1892","phs002212.v1.pht010985.v1.p1",16,2,18,"2021/02/22","dbgap"
"1893","phs001252.v1.pht006394.v1.p1",695,487,1182,"05/16/2017","dbgap"
"1894","phs000904.v1.pht004690.v1.p1",4,4,8,"2018/01/30","dbgap"
"1895","phs000280.v7.pht004042.v2.p1",1858,2523,4381,"2020/06/18","dbgap"
"1897","phs001759.v1.pht008707.v1.p1",1,6,7,"2019/03/08","dbgap"
"1900","phs000007.v32.pht000907.v7.p13",1549,1743,3292,"2020/12/21","dbgap"
"1901","phs002389.v1.pht011092.v1.p1",38,22,60,"2021/04/06","dbgap"
"1902","phs000771.v2.pht003982.v2.p1",72,29,101,"2017/10/25","dbgap"
"1903","phs001641.v1.pht010033.v1.p1",559,1277,1836,"2020/03/24","dbgap"
"1904","phs000848.v1.pht004412.v1.p1",1,2,3,"12/10/2014","dbgap"
"1905","phs002269.v1.pht010581.v1.p1",25,12,37,"2020/10/16","dbgap"
"1906","phs000358.v1.pht002240.v1.p1",763,620,1383,"05/23/2011","dbgap"
"1907","phs001943.v1.pht009714.v1.p1",14,20,34,"2019/12/17","dbgap"
"1908","phs000007.v32.pht000743.v5.p13",1158,1371,2529,"2020/12/21","dbgap"
"1909","phs000418.v2.pht002618.v1.p1",7,1,8,"04/10/2014","dbgap"
"1910","phs000924.v4.pht006321.v1.p1",178,207,385,"2019/10/07","dbgap"
"1911","phs000285.v3.pht001729.v2.p2",13,12,25,"08/20/2013","dbgap"
"1912","phs001647.v1.pht008200.v1.p1",271,112,383,"2018/08/19","dbgap"
"1913","phs000492.v3.pht006605.v2.p2",53,55,108,"2018/10/19","dbgap"
"1914","phs000128.v3.pht000490.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"1915","phs000617.v1.pht005478.v1.p1",162,128,290,"05/19/2016","dbgap"
"1916","phs001072.v1.pht005357.v1.p1",42,15,57,"03/31/2016","dbgap"
"1917","phs000209.v13.pht001121.v3.p3",646,970,1616,"11/05/2014","dbgap"
"1918","phs000007.v32.pht000306.v9.p13",1842,2123,3965,"2020/12/21","dbgap"
"1920","phs001468.v3.pht009552.v1.p1",1314,1481,2795,"2021/09/23","dbgap"
"1922","phs000577.v1.pht007290.v1.p1",174,341,515,"2017/12/20","dbgap"
"1923","phs001513.v1.pht007358.v1.p1",71,38,109,"2018/01/18","dbgap"
"1924","phs000343.v3.pht002717.v1.p1",11,7,18,"03/12/2013","dbgap"
"1925","phs000280.v7.pht004142.v2.p1",6724,8091,14815,"2020/06/18","dbgap"
"1926","phs000218.v24.pht000918.v24.p8",2729,2296,5025,"2021/10/06","dbgap"
"1927","phs001122.v1.pht008638.v1.p1",317,282,599,"2021/03/23","dbgap"
"1930","phs000219.v1.pht001084.v1.p1",127,184,311,"01/19/2010","dbgap"
"1931","phs000481.v3.pht003164.v3.p2",392,370,762,"2020/07/17","dbgap"
"1932","phs001360.v1.pht006296.v1.p1",332,1172,1504,"2020/05/05","dbgap"
"1933","phs000258.v2.pht001242.v2.p1",160,244,404,"04/14/2011","dbgap"
"1934","phs002259.v1.pht011023.v1.p1",5,20,25,"2021/05/28","dbgap"
"1936","phs000007.v32.pht007767.v1.p13",467,516,983,"2020/12/21","dbgap"
"1938","phs000286.v6.pht008792.v1.p2",1152,1951,3103,"2019/03/11","dbgap"
"1939","phs001123.v2.pht009042.v1.p1",7393,9471,16864,"2019/09/16","dbgap"
"1942","phs000733.v1.pht003820.v1.p1",4008,16,4024,"07/18/2014","dbgap"
"1945","phs002484.v1.pht011400.v1.p1",49,37,86,"2021/07/14","dbgap"
"1946","phs000734.v1.pht003771.v1.p1",409,285,694,"04/04/2014","dbgap"
"1948","phs000963.v1.pht004859.v1.p1",3771,2119,5890,"05/11/2016","dbgap"
"1949","phs000491.v1.pht002699.v1.p1",2,1,3,"04/24/2012","dbgap"
"1950","phs001435.v2.pht009873.v1.p1",79,41,120,"2021/06/23","dbgap"
"1951","phs001288.v1.pht006768.v1.p1",64,43,107,"2017/10/19","dbgap"
"1952","phs000143.v1.pht000644.v1.p1",664,1316,1980,"02/25/2011","dbgap"
"1953","phs002015.v1.pht010366.v1.p1",250,310,560,"2020/09/18","dbgap"
"1954","phs000476.v1.pht002670.v1.p1",10,10,20,"04/16/2012","dbgap"
"1955","phs000086.v3.pht000279.v1.p1",761,680,1441,"11/04/2014","dbgap"
"1956","phs002310.v1.pht011208.v1.p1",1328,559,1887,"2021/05/05","dbgap"
"1957","phs000757.v1.pht003923.v1.p1",33,21,54,"06/30/2014","dbgap"
"1959","phs000951.v5.pht005052.v5.p5",5660,4987,10647,"2021/09/27","dbgap"
"1960","phs000285.v3.pht001562.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"1961","phs001981.v1.pht010701.v1.p1",32,16,48,"2020/12/16","dbgap"
"1962","phs000776.v1.pht003948.v1.p1",7,26,33,"08/04/2014","dbgap"
"1963","phs000159.v9.pht000817.v6.p5",26,20,46,"2019/12/06","dbgap"
"1964","phs001169.v2.pht006183.v2.p1",104,28,132,"2020/06/10","dbgap"
"1965","phs000618.v1.pht003302.v1.p1",2046,2304,4350,"10/24/2013","dbgap"
"1966","phs000863.v1.pht004744.v1.p1",348,282,630,"06/03/2015","dbgap"
"1968","phs001781.v1.pht008861.v1.p1",72,36,108,"2019/03/25","dbgap"
"1969","phs001712.v1.pht008681.v1.p1",61,91,152,"2019/01/31","dbgap"
"1970","phs001189.v4.pht005977.v3.p1",294,71,365,"2021/06/01","dbgap"
"1971","phs001252.v1.pht006401.v1.p1",1689,1055,2744,"05/16/2017","dbgap"
"1972","phs000656.v1.pht003482.v1.p1",15,13,28,"08/26/2013","dbgap"
"1973","phs001521.v1.pht007720.v1.p1",62,31,93,"2018/06/13","dbgap"
"1974","phs000368.v1.pht002294.v1.p1",1,4150,4151,"10/07/2011","dbgap"
"1975","phs000519.v1.pht003247.v1.p1",1937,2015,3952,"09/26/2013","dbgap"
"1976","phs000969.v1.pht004931.v1.p1",2,2,4,"10/05/2015","dbgap"
"1977","phs001541.v1.pht008308.v1.p1",387,10506,10893,"2019/11/25","dbgap"
"1978","phs000244.v1.pht001521.v1.p1",4,2,6,"07/14/2010","dbgap"
"1979","phs000302.v1.pht002178.v1.p1",200,150,350,"08/18/2011","dbgap"
"1980","phs001252.v1.pht006397.v1.p1",1408,753,2161,"05/16/2017","dbgap"
"1981","phs000285.v3.pht001626.v2.p2",909,1032,1941,"08/20/2013","dbgap"
"1982","phs001326.v1.pht007800.v1.p1",15,2,17,"2018/04/16","dbgap"
"1984","phs001065.v1.pht005408.v1.p1",296,313,609,"05/24/2016","dbgap"
"1986","phs000021.v3.pht000288.v1.p2",370,609,979,"10/25/2010","dbgap"
"1987","phs000247.v5.pht001286.v4.p3",478,499,977,"07/27/2017","dbgap"
"1988","phs001767.v1.pht008662.v1.p1",143,55,198,"2019/01/29","dbgap"
"1989","phs000801.v2.pht004612.v2.p1",5068,5423,10491,"09/20/2016","dbgap"
"1990","phs002073.v1.pht010826.v1.p1",18,22,40,"2021/01/07","dbgap"
"1991","phs000760.v1.pht004263.v1.p1",8,7,15,"02/18/2015","dbgap"
"1992","phs001618.v1.pht008227.v1.p1",25,24,49,"2018/07/18","dbgap"
"1994","phs001317.v1.pht008042.v1.p1",25,33,58,"2018/06/01","dbgap"
"1995","phs001864.v1.pht009264.v1.p1",13,9,22,"2019/07/25","dbgap"
"1996","phs001357.v1.pht006698.v1.p1",41,33,74,"07/26/2017","dbgap"
"1997","phs000286.v6.pht008720.v1.p2",938,1570,2508,"2019/03/11","dbgap"
"1998","phs000007.v32.pht007768.v1.p13",1040,1560,2600,"2020/12/21","dbgap"
"1999","phs001911.v1.pht009517.v1.p1",7,12,19,"2019/10/08","dbgap"
"2000","phs000368.v1.pht002291.v1.p1",40,4189,4229,"10/07/2011","dbgap"
"2001","phs001691.v1.pht008537.v1.p1",1,1,2,"2018/11/07","dbgap"
"2002","phs000007.v32.pht000822.v7.p13",1859,2107,3966,"2020/12/21","dbgap"
"2005","phs001586.v1.pht008149.v1.p1",98,101,199,"2018/06/18","dbgap"
"2006","phs000185.v7.pht008406.v1.p1",58,86,144,"2020/04/29","dbgap"
"2007","phs000286.v6.pht008750.v1.p2",942,1568,2510,"2019/03/11","dbgap"
"2008","phs001709.v1.pht009493.v1.p1",1,199,200,"2019/09/27","dbgap"
"2010","phs001812.v1.pht009588.v1.p1",74,59,133,"2021/02/22","dbgap"
"2011","phs001014.v1.pht005112.v1.p1",72,101,173,"02/25/2016","dbgap"
"2012","phs000576.v1.pht006148.v1.p1",116,128,244,"05/24/2017","dbgap"
"2013","phs000086.v3.pht001146.v1.p1",407,345,752,"11/04/2014","dbgap"
"2014","phs002015.v1.pht010376.v1.p1",1816,2387,4203,"2020/09/18","dbgap"
"2015","phs000287.v7.pht001495.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"2016","phs001238.v2.pht006046.v1.p1",432,1050,1482,"2018/06/14","dbgap"
"2017","phs001994.v1.pht010010.v1.p1",46,15,61,"2020/04/14","dbgap"
"2018","phs001329.v2.pht007183.v2.p1",1,4,5,"2019/05/07","dbgap"
"2019","phs000357.v2.pht002333.v1.p1",85,748,833,"2018/09/19","dbgap"
"2023","phs001435.v2.pht009875.v1.p1",79,41,120,"2021/06/23","dbgap"
"2024","phs002557.v1.pht011480.v1.p1",3,1,4,"2021/08/20","dbgap"
"2028","phs001279.v1.pht007203.v1.p1",15,23,38,"2017/12/08","dbgap"
"2029","phs000888.v1.pht005590.v1.p1",9572,13545,23117,"08/12/2016","dbgap"
"2030","phs001287.v9.pht006105.v9.p5",941,818,1759,"2021/02/17","dbgap"
"2031","phs000287.v7.pht003698.v2.p1",290,420,710,"2020/01/23","dbgap"
"2032","phs001248.v1.pht006095.v1.p1",42,52,94,"03/06/2017","dbgap"
"2033","phs000625.v1.pht003853.v1.p1",3054,2458,5512,"06/13/2014","dbgap"
"2034","phs000280.v7.pht004206.v2.p1",146,174,320,"2020/06/18","dbgap"
"2035","phs000888.v1.pht005564.v1.p1",396,404,800,"08/12/2016","dbgap"
"2036","phs000907.v1.pht004698.v1.p1",1,4,5,"11/25/2016","dbgap"
"2038","phs001419.v1.pht007084.v1.p1",67,95,162,"2017/12/04","dbgap"
"2039","phs001316.v1.pht008014.v1.p1",2,1,3,"2018/05/31","dbgap"
"2040","phs000840.v1.pht005643.v1.p1",1157,1191,2348,"07/21/2016","dbgap"
"2041","phs001227.v1.pht005835.v1.p1",70,95,165,"2020/02/18","dbgap"
"2042","phs000588.v1.pht009282.v1.p1",1,6,7,"2019/07/26","dbgap"
"2044","phs000219.v1.pht001083.v1.p1",363,502,865,"01/19/2010","dbgap"
"2045","phs001315.v1.pht006194.v1.p1",4482,4243,8725,"2018/05/18","dbgap"
"2046","phs000280.v7.pht004157.v2.p1",6097,7345,13442,"2020/06/18","dbgap"
"2047","phs001488.v1.pht007386.v1.p1",260,292,552,"2018/02/08","dbgap"
"2048","phs000362.v1.pht003229.v1.p1",10,2,12,"08/26/2013","dbgap"
"2049","phs000612.v1.pht003529.v1.p1",25,35,60,"05/23/2014","dbgap"
"2050","phs001090.v1.pht009053.v1.p1",1172,2066,3238,"2019/05/21","dbgap"
"2051","phs000237.v1.pht002159.v1.p1",1522,2047,3569,"04/18/2011","dbgap"
"2052","phs002346.v1.pht011574.v1.p1",134,26,160,"2021/09/24","dbgap"
"2053","phs001761.v1.pht009030.v1.p1",34,120,154,"2019/05/16","dbgap"
"2055","phs000538.v1.pht003039.v1.p1",2,4,6,"11/07/2012","dbgap"
"2056","phs000512.v1.pht002861.v1.p1",59,38,97,"10/15/2012","dbgap"
"2057","phs001599.v1.pht011433.v1.p1",459,484,943,"2021/07/29","dbgap"
"2058","phs000128.v3.pht000529.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2059","phs000128.v3.pht000571.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2060","phs002480.v1.pht011393.v1.p1",1060,822,1882,"2021/08/11","dbgap"
"2061","phs000958.v1.pht004960.v1.p1",48,52,100,"08/31/2015","dbgap"
"2062","phs001774.v1.pht008806.v1.p1",22,28,50,"2020/02/27","dbgap"
"2064","phs001218.v3.pht005959.v1.p1",736,1047,1783,"2021/06/08","dbgap"
"2065","phs000251.v2.pht001260.v2.p2",65,28,93,"11/22/2013","dbgap"
"2066","phs001856.v1.pht009596.v1.p1",4948,4976,9924,"2020/08/05","dbgap"
"2067","phs000956.v5.pht005003.v2.p1",559,552,1111,"2021/05/07","dbgap"
"2068","phs000139.v1.pht000623.v1.p1",1247,1755,3002,"Thu Nov 20 13:23:10 2008","dbgap"
"2069","phs002361.v1.pht011070.v1.p1",1,1,2,"2021/03/18","dbgap"
"2070","phs000888.v1.pht005578.v1.p1",136,124,260,"08/12/2016","dbgap"
"2071","phs000007.v32.pht000301.v9.p13",1703,1889,3592,"2020/12/21","dbgap"
"2072","phs000698.v1.pht007685.v1.p1",18,32,50,"2018/03/23","dbgap"
"2073","phs002224.v1.pht010846.v1.p1",31,85,116,"2021/05/18","dbgap"
"2074","phs000575.v2.pht005894.v2.p1",177,213,390,"2020/02/14","dbgap"
"2075","phs000167.v1.pht000716.v1.p1",700,685,1385,"04/22/2009","dbgap"
"2076","phs001256.v2.pht005994.v1.p1",50,18,68,"05/12/2017","dbgap"
"2078","phs000285.v3.pht001673.v2.p2",468,567,1035,"08/20/2013","dbgap"
"2079","phs000753.v1.pht003877.v1.p1",1302,988,2290,"06/05/2014","dbgap"
"2080","phs001358.v1.pht006333.v1.p1",1103,1238,2341,"05/02/2017","dbgap"
"2081","phs000167.v1.pht000718.v1.p1",59,43,102,"04/22/2009","dbgap"
"2082","phs001400.v1.pht006825.v1.p1",2,2,4,"2017/11/09","dbgap"
"2084","phs002228.v1.pht010858.v1.p1",38,32,70,"2021/04/23","dbgap"
"2085","phs001868.v1.pht009781.v1.p1",5418,5814,11232,"2020/04/17","dbgap"
"2086","phs001662.v2.pht010061.v1.p1",843,758,1601,"2021/08/19","dbgap"
"2087","phs001495.v2.pht007198.v2.p1",1,4,5,"2019/01/30","dbgap"
"2088","phs001163.v1.pht011097.v1.p1",177,163,340,"2021/04/06","dbgap"
"2090","phs001430.v2.pht008087.v2.p1",13,10,23,"2020/02/06","dbgap"
"2091","phs000646.v1.pht003436.v1.p1",2,1,3,"08/06/2013","dbgap"
"2092","phs001935.v1.pht009770.v1.p1",3,3,6,"2020/02/06","dbgap"
"2093","phs001046.v1.pht005297.v1.p1",287,424,711,"2018/06/01","dbgap"
"2094","phs000400.v1.pht002535.v1.p1",5,20,25,"02/21/2012","dbgap"
"2095","phs000333.v1.pht002313.v1.p1",1032,1590,2622,"10/06/2011","dbgap"
"2096","phs002244.v1.pht010552.v1.p1",23,10,33,"2020/10/02","dbgap"
"2097","phs000592.v1.pht006581.v1.p1",69,50,119,"07/12/2017","dbgap"
"2099","phs000556.v1.pht003139.v1.p1",2,4,6,"07/09/2013","dbgap"
"2100","phs001065.v1.pht005424.v1.p1",296,313,609,"05/24/2016","dbgap"
"2102","phs001551.v1.pht008346.v1.p1",49,52,101,"2018/09/07","dbgap"
"2104","phs000626.v1.pht003433.v1.p1",1,1,2,"08/21/2015","dbgap"
"2105","phs000128.v3.pht000533.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2106","phs000222.v6.pht003452.v2.p2",413,696,1109,"2019/08/01","dbgap"
"2107","phs000914.v1.pht005251.v1.p1",1442,2059,3501,"04/20/2016","dbgap"
"2108","phs001550.v2.pht007507.v2.p1",40,35,75,"2018/10/22","dbgap"
"2109","phs000285.v3.pht001806.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"2110","phs001472.v2.pht007117.v1.p1",1574,891,2465,"2021/07/07","dbgap"
"2111","phs000590.v1.pht008271.v1.p1",5,4,9,"2018/08/03","dbgap"
"2112","phs000309.v2.pht001998.v2.p2",832,953,1785,"10/19/2011","dbgap"
"2113","phs000285.v3.pht001715.v2.p2",888,981,1869,"08/20/2013","dbgap"
"2114","phs001227.v1.pht005833.v1.p1",70,95,165,"2020/02/18","dbgap"
"2115","phs000416.v2.pht002745.v2.p1",1724,1846,3570,"2018/07/06","dbgap"
"2116","phs000578.v1.pht007003.v1.p1",3,11,14,"2017/10/11","dbgap"
"2117","phs001580.v1.pht008289.v1.p1",15,26,41,"2018/08/06","dbgap"
"2118","phs000813.v1.pht004304.v1.p1",1168,1786,2954,"10/21/2015","dbgap"
"2119","phs000128.v3.pht000472.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2120","phs000128.v3.pht000556.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2121","phs000287.v7.pht001473.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"2122","phs000594.v1.pht006496.v1.p1",6,3,9,"06/12/2017","dbgap"
"2123","phs001612.v1.pht009497.v1.p1",811,943,1754,"2019/11/13","dbgap"
"2125","phs001526.v1.pht007613.v1.p1",7,5,12,"2018/06/26","dbgap"
"2126","phs001911.v1.pht009519.v1.p1",6,11,17,"2019/10/08","dbgap"
"2127","phs000209.v13.pht003377.v1.p3",2002,2181,4183,"11/05/2014","dbgap"
"2128","phs000456.v1.pht002645.v1.p1",79,11,90,"05/02/2012","dbgap"
"2130","phs001359.v3.pht008689.v1.p1",505,558,1063,"2021/06/10","dbgap"
"2131","phs001232.v4.pht006077.v4.p2",2014,2108,4122,"2021/08/23","dbgap"
"2132","phs001673.v1.pht008510.v1.p1",936,1160,2096,"2019/04/25","dbgap"
"2133","phs002301.v1.pht010817.v1.p1",50,30,80,"2020/12/22","dbgap"
"2134","phs000007.v32.pht003902.v5.p13",1761,2004,3765,"2020/12/21","dbgap"
"2135","phs000537.v1.pht003024.v1.p1",2,2,4,"10/24/2012","dbgap"
"2136","phs000353.v1.pht002257.v1.p1",398,445,843,"08/08/2011","dbgap"
"2137","phs000234.v2.pht001150.v2.p2",1611,2131,3742,"2018/05/29","dbgap"
"2139","phs001333.v2.pht006527.v2.p1",9,11,20,"2019/08/29","dbgap"
"2141","phs002286.v1.pht010636.v1.p1",1,5,6,"2020/11/19","dbgap"
"2142","phs002327.v1.pht010917.v1.p1",11,13,24,"2021/02/02","dbgap"
"2143","phs000007.v32.pht005169.v2.p13",959,1154,2113,"2020/12/21","dbgap"
"2144","phs001388.v2.pht006876.v1.p1",1230,2066,3296,"2021/03/05","dbgap"
"2145","phs000280.v7.pht004124.v2.p1",4845,5967,10812,"2020/06/18","dbgap"
"2146","phs000768.v2.pht004477.v2.p1",31,22,53,"12/20/2016","dbgap"
"2148","phs001995.v1.pht009993.v1.p1",298,380,678,"2020/07/17","dbgap"
"2149","phs001333.v2.pht006530.v2.p1",9,10,19,"2019/08/29","dbgap"
"2150","phs000313.v4.pht002065.v4.p2",2292,2426,4718,"2017/11/22","dbgap"
"2151","phs001080.v1.pht005371.v1.p1",62,41,103,"04/06/2016","dbgap"
"2152","phs001488.v1.pht007410.v1.p1",260,293,553,"2018/02/08","dbgap"
"2153","phs001556.v1.pht007843.v1.p1",67,33,100,"2018/04/20","dbgap"
"2154","phs000561.v1.pht003036.v1.p1",6,5,11,"11/05/2012","dbgap"
"2155","phs001595.v1.pht007994.v1.p1",2,2,4,"2018/05/22","dbgap"
"2156","phs002417.v1.pht011275.v1.p1",1578,1507,3085,"2021/06/03","dbgap"
"2157","phs001670.v1.pht008883.v1.p1",23,25,48,"2019/03/27","dbgap"
"2158","phs001134.v1.pht011228.v1.p1",105,335,440,"2021/05/17","dbgap"
"2160","phs000209.v13.pht003087.v1.p3",94,91,185,"11/05/2014","dbgap"
"2162","phs000285.v3.pht001573.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"2163","phs000562.v1.pht003106.v1.p1",32,13,45,"12/26/2012","dbgap"
"2164","phs000219.v1.pht001066.v1.p1",200,311,511,"01/19/2010","dbgap"
"2165","phs000007.v32.pht004809.v1.p13",470,543,1013,"2020/12/21","dbgap"
"2166","phs001282.v2.pht006097.v2.p1",29,8,37,"2020/01/21","dbgap"
"2167","phs001095.v1.pht005621.v1.p1",421,437,858,"07/01/2016","dbgap"
"2168","phs001201.v2.pht007554.v2.p1",87,99,186,"2019/08/18","dbgap"
"2170","phs000219.v1.pht001077.v1.p1",76,134,210,"01/19/2010","dbgap"
"2171","phs002341.v1.pht011057.v1.p1",36,36,72,"2021/03/24","dbgap"
"2172","phs000280.v7.pht004067.v2.p1",5734,7246,12980,"2020/06/18","dbgap"
"2173","phs000007.v32.pht002853.v6.p13",1407,1642,3049,"2020/12/21","dbgap"
"2174","phs000428.v2.pht002614.v2.p2",6472,9148,15620,"01/27/2017","dbgap"
"2175","phs001191.v1.pht006227.v1.p1",312,588,900,"03/29/2017","dbgap"
"2176","phs001009.v1.pht005351.v1.p1",73,105,178,"03/28/2016","dbgap"
"2177","phs001026.v1.pht005120.v1.p1",68,57,125,"11/16/2015","dbgap"
"2178","phs001680.v1.pht008915.v1.p1",22,10,32,"2019/03/28","dbgap"
"2182","phs001903.v1.pht009892.v1.p1",18421,19016,37437,"2020/09/03","dbgap"
"2183","phs000298.v4.pht002281.v3.p3",7742,4936,12678,"2018/06/22","dbgap"
"2184","phs000589.v1.pht009174.v1.p1",2,12,14,"2019/06/14","dbgap"
"2187","phs000007.v32.pht004367.v1.p13",422,580,1002,"2020/12/21","dbgap"
"2188","phs000007.v32.pht010725.v1.p13",2041,2354,4395,"2020/12/21","dbgap"
"2189","phs000128.v3.pht000482.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"2191","phs002335.v1.pht010943.v1.p1",6,6,12,"2021/02/08","dbgap"
"2194","phs000730.v1.pht005061.v1.p1",31,55,86,"11/13/2015","dbgap"
"2195","phs000007.v32.pht000085.v8.p13",1580,1775,3355,"2020/12/21","dbgap"
"2196","phs001686.v1.pht008563.v1.p1",3,3,6,"2018/11/26","dbgap"
"2197","phs001576.v2.pht008216.v2.p2",28,11,39,"2019/09/27","dbgap"
"2199","phs000350.v1.pht002199.v1.p1",190,90,280,"03/28/2014","dbgap"
"2200","phs000486.v1.pht002805.v1.p1",1857,3481,5338,"12/17/2014","dbgap"
"2201","phs001278.v1.pht006281.v1.p1",4,7,11,"06/16/2017","dbgap"
